Easiest Location (for top items),Item,Type,Subtype,Flavor,Power,ACC,DEF,INI,Elem.,Aff.,Skill,Skill,Min LV,Rarity,Cost,Region,Region,Region,Region,Attribute,Attribute,Attribute,Attribute,Item
,Spiculum,Weapon,Javelin,Plain,15,,-2,,Air ,6,,,3,Frequent,4860,Imperia,,,,,,,,Air Spiculum
,Spiculum,Weapon,Javelin,Plain,15,,-2,,Earth ,6,,,3,Frequent,4860,Imperia,,,,,,,,Earth Spiculum
,Spiculum,Weapon,Javelin,Plain,15,,-2,,Fire ,6,,,3,Frequent,4860,Imperia,,,,,,,,Fire Spiculum
,Spiculum,Weapon,Javelin,Plain,15,,-2,,Water ,6,,,3,Frequent,4860,Imperia,,,,,,,,Water Spiculum
,Tono,Weapon,Javelin,Plain,9,,-2,,,,,,2,Common,2333,Steppes,,,,,,,,Tono
,Halberd,Weapon,Spear,Heavy,47,6,-7,,Air ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Air Halberd
,Halberd,Weapon,Spear,Heavy,47,6,-7,,Earth ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Earth Halberd
,Halberd,Weapon,Spear,Heavy,47,6,-7,,Fire ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Fire Halberd
,Halberd,Weapon,Spear,Heavy,47,6,-7,,Water ,8,,,12,Frequent,18144,Nordagh,,,,,,,,Water Halberd
,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Air ,6,,,9,Common,12150,Imperia,,,,,,,,Air Heavy Spear
,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Earth ,6,,,9,Common,12150,Imperia,,,,,,,,Earth Heavy Spear
,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Fire ,6,,,9,Common,12150,Imperia,,,,,,,,Fire Heavy Spear
,Heavy Spear,Weapon,Spear,Heavy,36,5,-6,,Water ,6,,,9,Common,12150,Imperia,,,,,,,,Water Heavy Spear
,Partisan,Weapon,Spear,Heavy,58,6,-8,,Air ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Air Partisan
,Partisan,Weapon,Spear,Heavy,58,6,-8,,Earth ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Earth Partisan
,Partisan,Weapon,Spear,Heavy,58,6,-8,,Fire ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Fire Partisan
,Partisan,Weapon,Spear,Heavy,58,6,-8,,Water ,12,,,15,Infrequent,25920,Expanse,,,,,,,,Water Partisan
,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Air ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Air Pole Axe
,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Earth ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Earth Pole Axe
,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Fire ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Fire Pole Axe
,Pole Axe,Weapon,Spear,Heavy,32,5,-5,,Water ,6,,,8,Frequent,11664,Nordagh,,,,,,,,Water Pole Axe
,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Air ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Air Romphaea
,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Earth ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Earth Romphaea
,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Fire ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Fire Romphaea
,Romphaea,Weapon,Spear,Heavy,50,6,-7,,Water ,10,,,13,Infrequent,21762,Imperia,,,,,,,,Water Romphaea
,Rummh,Weapon,Spear,Heavy,14,3,-2,,Air ,6,,,3,Frequent,4536,Expanse,,,,,,,,Air Rummh
,Rummh,Weapon,Spear,Heavy,14,3,-2,,Earth ,6,,,3,Frequent,4536,Expanse,,,,,,,,Earth Rummh
,Rummh,Weapon,Spear,Heavy,14,3,-2,,Fire ,6,,,3,Frequent,4536,Expanse,,,,,,,,Fire Rummh
,Rummh,Weapon,Spear,Heavy,14,3,-2,,Water ,6,,,3,Frequent,4536,Expanse,,,,,,,,Water Rummh
,Tschehouta,Weapon,Spear,Heavy,22,3,-4,,Air ,6,,,5,Frequent,7020,Nordagh,,,,,,,,Air Tschehouta
,Tschehouta,Weapon,Spear,Heavy,22,3,-4,,Earth ,6,,,5,Frequent,7020,Nordagh,,,,,,,,Earth Tschehouta
,Tschehouta,Weapon,Spear,Heavy,22,3,-4,,Fire ,6,,,5,Frequent,7020,Nordagh,,,,,,,,Fire Tschehouta
,Tschehouta,Weapon,Spear,Heavy,22,3,-4,,Water ,6,,,5,Frequent,7020,Nordagh,,,,,,,,Water Tschehouta
,Tumpuling,Weapon,Spear,Heavy,61,8,-9,,Air ,14,,,16,Infrequent,30240,Nordagh,,,,,,,,Air Tumpuling
,Tumpuling,Weapon,Spear,Heavy,61,8,-9,,Earth ,14,,,16,Infrequent,30240,Nordagh,,,,,,,,Earth Tumpuling
,Tumpuling,Weapon,Spear,Heavy,61,8,-9,,Fire ,14,,,16,Infrequent,30240,Nordagh,,,,,,,,Fire Tumpuling
,Tumpuling,Weapon,Spear,Heavy,61,8,-9,,Water ,14,,,16,Infrequent,30240,Nordagh,,,,,,,,Water Tumpuling
,Contus,Weapon,Spear,Light,5,3,-2,,,,,,2,Common,1260,Imperia,,,,,,,,Contus
,Cuspis,Weapon,Spear,Light,38,6,-8,,,,,,14,Frequent,7980,Imperia,,,,,,,,Cuspis
,Framea,Weapon,Spear,Light,8,3,-2,,,,,,3,Frequent,1980,Nordagh,,,,,,,,Framea
,Hak,Weapon,Spear,Light,27,5,-6,,Air ,8,,,10,Infrequent,8700,Expanse,,,,,,,,Air Hak
,Hak,Weapon,Spear,Light,27,5,-6,,Earth ,8,,,10,Infrequent,8700,Expanse,,,,,,,,Earth Hak
,Hak,Weapon,Spear,Light,27,5,-6,,Fire ,8,,,10,Infrequent,8700,Expanse,,,,,,,,Fire Hak
,Hak,Weapon,Spear,Light,27,5,-6,,Water ,8,,,10,Infrequent,8700,Expanse,,,,,,,,Water Hak
,Half Moon,Weapon,Spear,Light,35,6,-7,,Air ,12,,,13,Very Rare,13650,Steppes,,,,,,,,Air Half Moon
,Half Moon,Weapon,Spear,Light,35,6,-7,,Earth ,12,,,13,Very Rare,13650,Steppes,,,,,,,,Earth Half Moon
,Half Moon,Weapon,Spear,Light,35,6,-7,,Fire ,12,,,13,Very Rare,13650,Steppes,,,,,,,,Fire Half Moon
,Half Moon,Weapon,Spear,Light,35,6,-7,,Water ,12,,,13,Very Rare,13650,Steppes,,,,,,,,Water Half Moon
,Ictus,Weapon,Spear,Light,19,5,-5,,Air ,4,,,7,Common,5040,Imperia,,,,,,,,Air Ictus
,Ictus,Weapon,Spear,Light,19,5,-5,,Earth ,4,,,7,Common,5040,Imperia,,,,,,,,Earth Ictus
,Ictus,Weapon,Spear,Light,19,5,-5,,Fire ,4,,,7,Common,5040,Imperia,,,,,,,,Fire Ictus
,Ictus,Weapon,Spear,Light,19,5,-5,,Water ,4,,,7,Common,5040,Imperia,,,,,,,,Water Ictus
,Keris,Weapon,Spear,Light,22,5,-5,,Earth ,8,,,8,Infrequent,7200,Expanse,,,,,,,,Earth Keris
,Light Spear,Weapon,Spear,Light,3,3,-1,,,,,,1,Frequent,690,Nordagh,,,,,,,,Light Spear
,Mongile,Weapon,Spear,Light,32,6,-7,,Air ,10,,,12,Infrequent,11160,Steppes,,,,,,,,Air Mongile
,Mongile,Weapon,Spear,Light,32,6,-7,,Earth ,10,,,12,Infrequent,11160,Steppes,,,,,,,,Earth Mongile
,Mongile,Weapon,Spear,Light,32,6,-7,,Fire ,10,,,12,Infrequent,11160,Steppes,,,,,,,,Fire Mongile
,Mongile,Weapon,Spear,Light,32,6,-7,,Water ,10,,,12,Infrequent,11160,Steppes,,,,,,,,Water Mongile
,Pike,Weapon,Spear,Light,14,3,-4,,,,,,5,Common,2850,Expanse,,,,,,,,Pike
,Sligi,Weapon,Spear,Light,16,5,-5,,Air ,6,,,6,Frequent,4860,Steppes,,,,,,,,Air Sligi
,Sligi,Weapon,Spear,Light,16,5,-5,,Earth ,6,,,6,Frequent,4860,Steppes,,,,,,,,Earth Sligi
,Sligi,Weapon,Spear,Light,16,5,-5,,Fire ,6,,,6,Frequent,4860,Steppes,,,,,,,,Fire Sligi
,Sligi,Weapon,Spear,Light,16,5,-5,,Water ,6,,,6,Frequent,4860,Steppes,,,,,,,,Water Sligi
,Pierced Spear,Weapon,Spear,Samnite,76,8,-10,,,,,,19,Unique,18468,Steppes,,,,Classspecific,,,,Pierced Spear
,Arcane Mallet,Weapon,Staff,Channeler,57,15,-10,,Air ,16,,,19,Unique,56088,Imperia,,,,Classspecific,,,,Air Arcane Mallet
,Arcane Mallet,Weapon,Staff,Channeler,57,15,-10,,Earth ,16,,,19,Unique,56088,Imperia,,,,Classspecific,,,,Earth Arcane Mallet
,Arcane Mallet,Weapon,Staff,Channeler,57,15,-10,,Fire ,16,,,19,Unique,56088,Imperia,,,,Classspecific,,,,Fire Arcane Mallet
,Arcane Mallet,Weapon,Staff,Channeler,57,15,-10,,Water ,16,,,19,Unique,56088,Imperia,,,,Classspecific,,,,Water Arcane Mallet
,Asa,Weapon,Staff,Plain,36,12,-7,,Air ,12,,,12,Rare,34560,Expanse,,,,,,,,Air Asa
,Asa,Weapon,Staff,Plain,36,12,-7,,Earth ,12,,,12,Rare,34560,Expanse,,,,,,,,Earth Asa
,Asa,Weapon,Staff,Plain,36,12,-7,,Fire ,12,,,12,Rare,34560,Expanse,,,,,,,,Fire Asa
,Asa,Weapon,Staff,Plain,36,12,-7,,Water ,12,,,12,Rare,34560,Expanse,,,,,,,,Water Asa
,Bo,Weapon,Staff,Plain,15,6,-4,,Air ,10,,,5,Frequent,11880,Steppes,,,,,,,,Air Bo
,Crook,Weapon,Staff,Plain,6,6,-2,,Air ,10,,,2,Common,4896,Nordagh,,,,,,,,Air Crook
,Crook,Weapon,Staff,Plain,6,6,-2,,Earth ,10,,,2,Common,4896,Nordagh,,,,,,,,Earth Crook
,Crook,Weapon,Staff,Plain,6,6,-2,,Fire ,10,,,2,Common,4896,Nordagh,,,,,,,,Fire Crook
,Crook,Weapon,Staff,Plain,6,6,-2,,Water ,10,,,2,Common,4896,Nordagh,,,,,,,,Water Crook
,Cudgel,Weapon,Staff,Plain,9,6,-2,,Earth ,10,,,3,Common,7344,Nordagh,,,,,,,,Earth Cudgel
,Earth Staff,Weapon,Staff,Plain,60,15,-10,,Earth ,18,,,20,Very Rare,67680,Nordagh,,,,,,,,Earth Earth Staff
,Escrima Stick,Weapon,Staff,Plain,3,6,-1,,,,,,1,Common,1800,Steppes,,,,,,,,Escrima Stick
,Flame Staff,Weapon,Staff,Plain,60,15,-10,,Fire ,18,,,20,Very Rare,67680,Steppes,,,,,,,,Fire Flame Staff
,Naboot,Weapon,Staff,Plain,12,6,-3,,Fire ,10,,,4,Frequent,9792,Expanse,,,,,,,,Fire Naboot
,Quarterstaff,Weapon,Staff,Plain,18,9,-5,,Air ,10,,,6,Frequent,15120,Nordagh,,,,,,,,Air Quarterstaff
,Quarterstaff,Weapon,Staff,Plain,18,9,-5,,Earth ,10,,,6,Frequent,15120,Nordagh,,,,,,,,Earth Quarterstaff
,Quarterstaff,Weapon,Staff,Plain,18,9,-5,,Fire ,10,,,6,Frequent,15120,Nordagh,,,,,,,,Fire Quarterstaff
,Quarterstaff,Weapon,Staff,Plain,18,9,-5,,Water ,10,,,6,Frequent,15120,Nordagh,,,,,,,,Water Quarterstaff
,Sceptrum,Weapon,Staff,Plain,27,9,-6,,,,,,9,Infrequent,16200,Imperia,,,,,,,,Sceptrum
,Sceptrum Fontis,Weapon,Staff,Plain,30,9,-6,,Water ,10,,,10,Infrequent,25200,Imperia,,,,Classspecific,,,,Water Sceptrum Fontis
,Shoum,Weapon,Staff,Plain,24,9,-5,,,,,,8,Frequent,14400,Expanse,,,,,,,,Shoum
,Staff of Air,Weapon,Staff,Plain,60,15,-10,,Air ,18,,,20,Very Rare,67680,Steppes,,,,,,,,Air Staff of Air
,Staff of Water,Weapon,Staff,Plain,60,15,-10,,Water ,18,,,20,Very Rare,67680,Nordagh,,,,,,,,Water Staff of Water
,Kinetic Staff,Weapon,Staff,Summoner,57,15,-10,,Air ,12,,,19,Unique,50616,Expanse,,,,Classspecific,,,,Air Kinetic Staff
,Kinetic Staff,Weapon,Staff,Summoner,57,15,-10,,Earth ,12,,,19,Unique,50616,Expanse,,,,Classspecific,,,,Earth Kinetic Staff
,Kinetic Staff,Weapon,Staff,Summoner,57,15,-10,,Fire ,12,,,19,Unique,50616,Expanse,,,,Classspecific,,,,Fire Kinetic Staff
,Kinetic Staff,Weapon,Staff,Summoner,57,15,-10,,Water ,12,,,19,Unique,50616,Expanse,,,,Classspecific,,,,Water Kinetic Staff
,Diamond Tipped Broadsword,Weapon,Sword,Barbarian,68,15,-9,,Air ,16,,,18,Unique,40824,Nordagh,,,,Classspecific,,,,Air Diamond Tipped Broadsword
,Diamond Tipped Broadsword,Weapon,Sword,Barbarian,68,15,-9,,Earth ,16,,,18,Unique,40824,Nordagh,,,,Classspecific,,,,Earth Diamond Tipped Broadsword
,Diamond Tipped Broadsword,Weapon,Sword,Barbarian,68,15,-9,,Fire ,16,,,18,Unique,40824,Nordagh,,,,Classspecific,,,,Fire Diamond Tipped Broadsword
,Diamond Tipped Broadsword,Weapon,Sword,Barbarian,68,15,-9,,Water ,16,,,18,Unique,40824,Nordagh,,,,Classspecific,,,,Water Diamond Tipped Broadsword
,Unofan,Weapon,Sword,Cultist,2,99,-1,,,,,,1,Unique,6372,Expanse,,,,Tracked,Unsellable,,,Unofan
,Dark Sica Dark,Weapon,Sword,DarkLegion,16,9,-5,,Dark ,8,,,6,Infrequent,11016,Imperia,,,,Classspecific,,,,Dark Sica Dark
,Double Hookblade,Weapon,Sword,Dervish,51,15,-10,,Air ,16,,,19,Unique,42066,Expanse,,,,Classspecific,,,,Air Double Hookblade
,Double Hookblade,Weapon,Sword,Dervish,51,15,-10,,Earth ,16,,,19,Unique,42066,Expanse,,,,Classspecific,,,,Earth Double Hookblade
,Double Hookblade,Weapon,Sword,Dervish,51,15,-10,,Fire ,16,,,19,Unique,42066,Expanse,,,,Classspecific,,,,Fire Double Hookblade
,Double Hookblade,Weapon,Sword,Dervish,51,15,-10,,Water ,16,,,19,Unique,42066,Expanse,,,,Classspecific,,,,Water Double Hookblade
,Double Scramasax,Weapon,Sword,Dervish,43,15,-9,,,,,,16,Rare,25056,Imperia,,,,Classspecific,,,,Double Scramasax
,Dual Pugio,Weapon,Sword,Dervish,32,12,-7,,Air ,12,,,12,Common,23976,Imperia,,,,Classspecific,,,,Air Dual Pugio
,Dual Pugio,Weapon,Sword,Dervish,32,12,-7,,Earth ,12,,,12,Common,23976,Imperia,,,,Classspecific,,,,Earth Dual Pugio
,Dual Pugio,Weapon,Sword,Dervish,32,12,-7,,Fire ,12,,,12,Common,23976,Imperia,,,,Classspecific,,,,Fire Dual Pugio
,Dual Pugio,Weapon,Sword,Dervish,32,12,-7,,Water ,12,,,12,Common,23976,Imperia,,,,Classspecific,,,,Water Dual Pugio
,Hunter's Arsenal,Weapon,Sword,Dervish,51,15,-10,,Fire ,12,,,19,Infrequent,40014,Nordagh,,,,Classspecific,,,,Fire Hunter's Arsenal
,Jambiya,Weapon,Sword,Dervish,27,9,-6,,Air ,10,,,10,Common,17820,Expanse,,,,Classspecific,,,,Air Jambiya
,Jambiya,Weapon,Sword,Dervish,27,9,-6,,Earth ,10,,,10,Common,17820,Expanse,,,,Classspecific,,,,Earth Jambiya
,Jambiya,Weapon,Sword,Dervish,27,9,-6,,Fire ,10,,,10,Common,17820,Expanse,,,,Classspecific,,,,Fire Jambiya
,Jambiya,Weapon,Sword,Dervish,27,9,-6,,Water ,10,,,10,Common,17820,Expanse,,,,Classspecific,,,,Water Jambiya
,Khanjar Set,Weapon,Sword,Dervish,35,12,-7,,Air ,12,,,13,Frequent,26676,Expanse,,,,Classspecific,,,,Air Khanjar Set
,Khanjar Set,Weapon,Sword,Dervish,35,12,-7,,Earth ,12,,,13,Frequent,26676,Expanse,,,,Classspecific,,,,Earth Khanjar Set
,Khanjar Set,Weapon,Sword,Dervish,35,12,-7,,Fire ,12,,,13,Frequent,26676,Expanse,,,,Classspecific,,,,Fire Khanjar Set
,Khanjar Set,Weapon,Sword,Dervish,35,12,-7,,Water ,12,,,13,Frequent,26676,Expanse,,,,Classspecific,,,,Water Khanjar Set
,Pair of Daggers,Weapon,Sword,Dervish,3,6,-1,,,,,,1,Common,1350,Steppes,,,,Classspecific,,,,Pair of Daggers
,Dark Eleventh Hour,Weapon,Sword,Druid,90,15,-10,,Dark ,200,,,20,Unique,243000,,,,,,,,,Dark Eleventh Hour
,Dark Ram-Dao,Weapon,Sword,Gwazi,54,15,-10,,Dark ,16,,,19,Unique,42066,Expanse,,,,Classspecific,,,,Dark Ram-Dao
,Chagatai,Weapon,Sword,Heavy,61,15,-9,,Air ,18,,,16,Rare,40608,Steppes,,,,,,,,Air Chagatai
,Chagatai,Weapon,Sword,Heavy,61,15,-9,,Earth ,18,,,16,Rare,40608,Steppes,,,,,,,,Earth Chagatai
,Chagatai,Weapon,Sword,Heavy,61,15,-9,,Fire ,18,,,16,Rare,40608,Steppes,,,,,,,,Fire Chagatai
,Chagatai,Weapon,Sword,Heavy,61,15,-9,,Water ,18,,,16,Rare,40608,Steppes,,,,,,,,Water Chagatai
,Chemong,Weapon,Sword,Heavy,11,6,-2,,,,,,2,Common,2592,Steppes,,,,,,,,Chemong
,Cinquedea,Weapon,Sword,Heavy,68,15,-9,,Earth ,16,,,18,Rare,43740,Imperia,,,,,,,,Earth Cinquedea
,Crescent Moon,Weapon,Sword,Heavy,43,12,-7,,Air ,12,,,11,Infrequent,23166,Steppes,,,,,,,,Air Crescent Moon
,Crescent Moon,Weapon,Sword,Heavy,43,12,-7,,Earth ,12,,,11,Infrequent,23166,Steppes,,,,,,,,Earth Crescent Moon
,Crescent Moon,Weapon,Sword,Heavy,43,12,-7,,Fire ,12,,,11,Infrequent,23166,Steppes,,,,,,,,Fire Crescent Moon
,Crescent Moon,Weapon,Sword,Heavy,43,12,-7,,Water ,12,,,11,Infrequent,23166,Steppes,,,,,,,,Water Crescent Moon
,Dammar,Weapon,Sword,Heavy,58,12,-8,,Air ,12,,,15,Infrequent,30780,Expanse,,,,,,,,Air Dammar
,Dammar,Weapon,Sword,Heavy,58,12,-8,,Earth ,12,,,15,Infrequent,30780,Expanse,,,,,,,,Earth Dammar
,Dammar,Weapon,Sword,Heavy,58,12,-8,,Fire ,12,,,15,Infrequent,30780,Expanse,,,,,,,,Fire Dammar
,Dammar,Weapon,Sword,Heavy,58,12,-8,,Water ,12,,,15,Infrequent,30780,Expanse,,,,,,,,Water Dammar
,Estoc,Weapon,Sword,Heavy,7,6,-1,,,,,,1,Common,1350,Imperia,,,,,,,,Estoc
,Falchion,Weapon,Sword,Heavy,22,6,-4,,,,,,5,Frequent,6210,Imperia,,,,,,,,Falchion
,Herebra,Weapon,Sword,Heavy,29,9,-5,,Water ,6,,,7,Infrequent,12096,Expanse,,,,,,,,Water Herebra
,Kuzhuk,Weapon,Sword,Heavy,76,15,-10,,Air ,6,,,20,Very Rare,37800,Steppes,,,,,,,,Air Kuzhuk
,Percello Gravis,Weapon,Sword,Heavy,76,15,-10,,,,,,20,Very Rare,31320,Imperia,,,,,,,,Percello Gravis
,Qo'ai-marael,Weapon,Sword,Heavy,40,9,-6,,Fire ,12,,,10,Infrequent,19980,Steppes,,,,Classspecific,,,,Fire Qo'ai-marael
,Runic Blade,Weapon,Sword,Heavy,58,12,-8,,Air ,10,,,15,Rare,29970,Nordagh,,,,,,,,Air Runic Blade
,Runic Blade,Weapon,Sword,Heavy,58,12,-8,,Earth ,10,,,15,Rare,29970,Nordagh,,,,,,,,Earth Runic Blade
,Runic Blade,Weapon,Sword,Heavy,58,12,-8,,Fire ,10,,,15,Rare,29970,Nordagh,,,,,,,,Fire Runic Blade
,Runic Blade,Weapon,Sword,Heavy,58,12,-8,,Water ,10,,,15,Rare,29970,Nordagh,,,,,,,,Water Runic Blade
,Sapara,Weapon,Sword,Heavy,36,9,-6,,Air ,6,,,9,Rare,15552,Expanse,,,,,,,,Air Sapara
,Scimitar,Weapon,Sword,Heavy,47,12,-7,,Air ,10,,,12,Frequent,23328,Expanse,,,,,,,,Air Scimitar
,Scimitar,Weapon,Sword,Heavy,47,12,-7,,Earth ,10,,,12,Frequent,23328,Expanse,,,,,,,,Earth Scimitar
,Scimitar,Weapon,Sword,Heavy,47,12,-7,,Fire ,10,,,12,Frequent,23328,Expanse,,,,,,,,Fire Scimitar
,Scimitar,Weapon,Sword,Heavy,47,12,-7,,Water ,10,,,12,Frequent,23328,Expanse,,,,,,,,Water Scimitar
,Spatha,Weapon,Sword,Heavy,25,9,-5,,,,,,6,Common,7776,Imperia,,,,,,,,Spatha
,Xiphos,Weapon,Sword,Heavy,40,9,-6,,Air ,8,,,10,Rare,18360,Imperia,,,,,,,,Air Xiphos
,Yatagan,Weapon,Sword,Heavy,25,9,-5,,Air ,8,,,6,Frequent,10692,Steppes,,,,,,,,Air Yatagan
,Yatagan,Weapon,Sword,Heavy,25,9,-5,,Earth ,8,,,6,Frequent,10692,Steppes,,,,,,,,Earth Yatagan
,Yatagan,Weapon,Sword,Heavy,25,9,-5,,Fire ,8,,,6,Frequent,10692,Steppes,,,,,,,,Fire Yatagan
,Yatagan,Weapon,Sword,Heavy,25,9,-5,,Water ,8,,,6,Frequent,10692,Steppes,,,,,,,,Water Yatagan
,Zulf-I-Khar,Weapon,Sword,Heavy,18,6,-3,,Air ,6,,,4,Rare,6912,Expanse,,,,,,,,Air Zulf-I-Khar
,Zulf-I-Khar,Weapon,Sword,Heavy,18,6,-3,,Earth ,6,,,4,Rare,6912,Expanse,,,,,,,,Earth Zulf-I-Khar
,Zulf-I-Khar,Weapon,Sword,Heavy,18,6,-3,,Fire ,6,,,4,Rare,6912,Expanse,,,,,,,,Fire Zulf-I-Khar
,Zulf-I-Khar,Weapon,Sword,Heavy,18,6,-3,,Water ,6,,,4,Rare,6912,Expanse,,,,,,,,Water Zulf-I-Khar
,Light Spatha,Weapon,Sword,Legionnaire,46,15,-9,,,,,,16,Unique,22464,Imperia,,,,Classspecific,,,,Light Spatha
,Longblade Pugio,Weapon,Sword,Legionnaire,49,15,-9,,,,,,17,Unique,23868,Imperia,,,,Classspecific,,,,Longblade Pugio
,Acinaces,Weapon,Sword,Light,22,9,-5,,Air ,8,,,8,Frequent,7920,Expanse,,,,,,,,Air Acinaces
,Acinaces,Weapon,Sword,Light,22,9,-5,,Earth ,8,,,8,Frequent,7920,Expanse,,,,,,,,Earth Acinaces
,Acinaces,Weapon,Sword,Light,22,9,-5,,Fire ,8,,,8,Frequent,7920,Expanse,,,,,,,,Fire Acinaces
,Acinaces,Weapon,Sword,Light,22,9,-5,,Water ,8,,,8,Frequent,7920,Expanse,,,,,,,,Water Acinaces
,Chopper,Weapon,Sword,Light,30,12,-7,,Air ,10,,,11,Infrequent,12210,Steppes,,,,,,,,Air Chopper
,Chopper,Weapon,Sword,Light,30,12,-7,,Earth ,10,,,11,Infrequent,12210,Steppes,,,,,,,,Earth Chopper
,Chopper,Weapon,Sword,Light,30,12,-7,,Fire ,10,,,11,Infrequent,12210,Steppes,,,,,,,,Fire Chopper
,Chopper,Weapon,Sword,Light,30,12,-7,,Water ,10,,,11,Infrequent,12210,Steppes,,,,,,,,Water Chopper
,Croag,Weapon,Sword,Light,43,15,-9,,Fire ,16,,,16,Very Rare,22080,Nordagh,,,,,,,,Fire Croag
,Dagger,Weapon,Sword,Light,3,6,-1,,,,,,1,Common,750,Steppes,,,,,,,,Dagger
,Falx Supina,Weapon,Sword,Light,41,12,-8,,Air ,14,,,15,Rare,18450,Imperia,,,,,,,,Air Falx Supina
,Falx Supina,Weapon,Sword,Light,41,12,-8,,Earth ,14,,,15,Rare,18450,Imperia,,,,,,,,Earth Falx Supina
,Falx Supina,Weapon,Sword,Light,41,12,-8,,Fire ,14,,,15,Rare,18450,Imperia,,,,,,,,Fire Falx Supina
,Falx Supina,Weapon,Sword,Light,41,12,-8,,Water ,14,,,15,Rare,18450,Imperia,,,,,,,,Water Falx Supina
,Forester's Dagger,Weapon,Sword,Light,32,12,-7,,Earth ,12,,,12,Common,13320,Nordagh,,,,,,,,Earth Forester's Dagger
,Full Moon,Weapon,Sword,Light,14,6,-4,,Air ,6,,,5,Frequent,4350,Steppes,,,,,,,,Air Full Moon
,Full Moon,Weapon,Sword,Light,14,6,-4,,Earth ,6,,,5,Frequent,4350,Steppes,,,,,,,,Earth Full Moon
,Full Moon,Weapon,Sword,Light,14,6,-4,,Fire ,6,,,5,Frequent,4350,Steppes,,,,,,,,Fire Full Moon
,Full Moon,Weapon,Sword,Light,14,6,-4,,Water ,6,,,5,Frequent,4350,Steppes,,,,,,,,Water Full Moon
,Kard,Weapon,Sword,Light,11,6,-3,,,,,,4,Frequent,2880,Expanse,,,,,,,,Kard
,Leviathan,Weapon,Sword,Light,46,15,-9,,Water ,16,,,17,Rare,22950,Steppes,,,,,,,,Water Leviathan
,Liberation,Weapon,Sword,Light,38,12,-8,,,,,,14,Rare,11340,Expanse,,,,,,,,Liberation
,Main Gauche,Weapon,Sword,Light,8,6,-2,,,,,,3,Frequent,2250,Nordagh,,,,,,,,Main Gauche
,Parazonium,Weapon,Sword,Light,5,6,-2,,,,,,2,Common,1440,Imperia,,,,,,,,Parazonium
,Pugio,Weapon,Sword,Light,16,9,-5,,Air ,6,,,6,Common,5400,Imperia,,,,,,,,Air Pugio
,Pugio,Weapon,Sword,Light,16,9,-5,,Earth ,6,,,6,Common,5400,Imperia,,,,,,,,Earth Pugio
,Pugio,Weapon,Sword,Light,16,9,-5,,Fire ,6,,,6,Common,5400,Imperia,,,,,,,,Fire Pugio
,Pugio,Weapon,Sword,Light,16,9,-5,,Water ,6,,,6,Common,5400,Imperia,,,,,,,,Water Pugio
,Scramasax,Weapon,Sword,Light,24,9,-6,,,,,,9,Frequent,6480,Imperia,,,,,,,,Scramasax
,Sickle,Weapon,Sword,Light,24,9,-6,,Air ,8,,,9,Infrequent,8910,Nordagh,,,,,,,,Air Sickle
,Sickle,Weapon,Sword,Light,24,9,-6,,Earth ,8,,,9,Infrequent,8910,Nordagh,,,,,,,,Earth Sickle
,Sickle,Weapon,Sword,Light,24,9,-6,,Fire ,8,,,9,Infrequent,8910,Nordagh,,,,,,,,Fire Sickle
,Sickle,Weapon,Sword,Light,24,9,-6,,Water ,8,,,9,Infrequent,8910,Nordagh,,,,,,,,Water Sickle
,Dark Dark Blade,Weapon,Sword,Ludo,54,15,-9,,Dark ,18,,,1,Unique,2376,Imperia,,,,Classspecific,,,,Dark Dark Blade
,Caithain,Weapon,Sword,Medium,32,12,-7,,Air ,10,,,11,Infrequent,18315,Nordagh,,,,,,,,Air Caithain
,Caithain,Weapon,Sword,Medium,32,12,-7,,Earth ,10,,,11,Infrequent,18315,Nordagh,,,,,,,,Earth Caithain
,Caithain,Weapon,Sword,Medium,32,12,-7,,Fire ,10,,,11,Infrequent,18315,Nordagh,,,,,,,,Fire Caithain
,Caithain,Weapon,Sword,Medium,32,12,-7,,Water ,10,,,11,Infrequent,18315,Nordagh,,,,,,,,Water Caithain
,Chereb,Weapon,Sword,Medium,11,6,-2,,Air ,6,,,3,Frequent,4185,Expanse,,,,,,,,Air Chereb
,Chereb,Weapon,Sword,Medium,11,6,-2,,Earth ,6,,,3,Frequent,4185,Expanse,,,,,,,,Earth Chereb
