//name, class, customize info, stats, items, skills, school
NUMUNITS: 2173
"Thoea","SecutorImpF","4#School_BlackYellow2","statset0","itemsetIA","skillsetcomb","Femina Formosos"
"Thor","UndeadMeleeNorA","","StatSet0","ItemSetND","SkillSetComb","The Unliving"
"Thorkat","Galdr","2#School_BlackBlack4","StatSet0","ItemSetSE","SkillSetAffE","Riot Gyhrls"
"Thormun","Gungnir","3#School_PurpleTurq3","statset0","ItemsetNE","skillsetaffE","Krigare School"
"Thornton","BanditA","1#","StatSet0","ItemSetNU","SkillSetComb","WildernessNordaghOutlaw"
"Thras","BanditB","4#","statset0","ItemSetIF","SkillSetAffF","NoSchool"
"Throphos","BanditA","1#","StatSet3","ItemSetIW","SkillSetAffW","WildernessImperiaOutlaw"
"Thruben","SamniteSte","2#Steppes_09","StatSet0","ItemSetSU","SkillSetComb","Vhyn Vagrants"
"Thuces","UndeadMeleeImpB","","StatSet0","ItemSetID","SkillSetComb","WildernessImperiaUndead"
"Thurisaz","Galdr","1#","StatSet1","ItemSetNA","SkillSetAffA","Lioness"
"Thyestes","UndeadMeleeImpA","","StatSet2","ItemSetIU","SkillSetComb","ImperiaMonsterSchool"
"Thylos","SamniteImp","2#Imperia_01","StatSet0","ItemSetIW","SkillSetAffW",""
"Thylus","UndeadMeleeImpB","","StatSet0","ItemSetIW","SkillSetComb","WildernessImperiaUndead"
"Thyra","BarbarianF","1#Nordagh_12","statset0","ItemSetNF","skillsetcomb","Roanor Militia"
"Tikhtamysh","SecutorSte","3#School_YellowBlue2","statset0","ItemSetSF","SkillSetAffF","Borte Hulagu"
"Tilbert","UndeadMeleeNorB","","StatSet1","ItemSetNE","SkillSetAffE",""
"Tilik","Bear","0#","statset0","itemsetNE","SkillSetAffE","Eyes of the Beast"
"Tincommius","SamniteImp","3#School_BlackBlue2","StatSet0","ItemSetIE","SkillSetComb","ImperiaPirgosBrutes"
"Tiretes","Satyr","3#Satyr1","StatSet2","ItemSetIA","SkillSetAffA","ImperiaMonsterSchool"
"Tiretus","UndeadMeleeImpB","","StatSet2","ItemSetID","SkillSetAffD","WildernessImperiaUndead"
"Tiropho","DarkLegionnaire","","StatSet2","ItemSetID","SkillSetComb","WildernessExpanseDark"
"Tislit","ArcherF","3#","StatSet1","ItemSetOnslaught","SkillSetAffF","ImperiaOrusOnslaught"
"Titus","Wolf","1#","StatSet0","ItemSetIE","SkillSetAffE","WildernessImperiaBeast"
"Tjepu","BeastDarkWaterGreater","","StatSet0","ItemSetEW","SkillSetgreaterwater","Story Characters"
"Tjia","DervishF","1#","StatSet0","ItemSetEU","SkillSetComb","WildernessExpanseOutlaw"
"Tjtayu","Scorpion","3#Bug_14","statset0","ItemSetEF","SkillSetAffF","School of the Desert Oasis"
"Tjuiu","Summoner","0#School_PurpleYellow1","StatSet0","ItemSetEA","SkillSetAffA","spellcasters"
"Tobar","Centurion","2#School_BlueWhite3","statset0","ItemSetIE","skillsetcomb","BelfortMilitary"
"Toby","SamniteExp","4#expanse_04","StatSet0","ItemSetEU","SkillSetComb","The Loosers"
"Todaan","Cat","4#","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesTiger"
"Tofilus","Cat","2#","StatSet0","ItemSetIA","SkillSetAffA","BelfortBeast"
"Togh","Ogre","1#Ogre_18","StatSet0","ItemSetSF","SkillSetAffF","School of Past Glory"
"Toghrul","SamniteExpF","1#Expanse_17","statset0","ItemSetEE","SkillSetAffE","Mikara Jackals"
"Togodumnus","Minotaur","3#Minotaur4","statset0","itemsetIW","skillsetcomb","ImperiaSchool"
"Tokhtu","Cat","4#","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesTiger"
"Tokrot","Mongrel","1#Nordagh_10","StatSet2","ItemSetNU","SkillSetComb","WildernessNordaghMonster"
"Tolos","Mongrel","2#Nordagh_07","StatSet1","ItemSetNU","SkillSetComb","WildernessNordaghMonster"
"Tolui","Archer","5#","StatSet0","ItemSetSA","SkillSetComb","WildernessSteppesOutlaw"
"Tombstone_1","PropTombstone","","statue","ItemSetEA","prop_tombstone","The Unliving"
"Tombstone_2","PropTombstone","","statue","ItemSetEA","prop_tombstone","The Unliving"
"Tombstone_3","PropTombstone","","statue","ItemSetEA","prop_tombstone","The Unliving"
"Tombstone_4","PropTombstone","","statue","ItemSetEA","prop_tombstone","The Unliving"
"Tombstone_5","PropTombstone","","statue","ItemSetEA","prop_tombstone","The Unliving"
"Toquchar","SamniteSteF","0#Steppes_02","statset0","ItemSetSU","SkillSetComb","Krakens"
"Torhild","BerserkerF","1#berserker06","statset0","ItemSetNA","skillsetcomb","Lily's House o' Bandits"
"Torvald","Barbarian","2#Nordagh_14","statset0","ItemSetNE","skillsetcomb","BelfortBarbarian"
"Toskent","DarkCat","","StatSet0","ItemSetED","SkillSetAffD","Mortuus' Minions"
"Tossuc","UndeadMeleeSteA","","StatSet0","ItemSetSD","SkillSetAffD","WildernessSteppesUndead"
"Tougka","SamniteSteF","","StatSet0","ItemSetSU","SkillSetComb","NoSchool"
"Toukta","Ogre","0#Ogre_16","statset0","ItemSetSW","SkillSetAffW","Poachers"
"Toulta","DervishF","3#","StatSet1","ItemSetSE","SkillSetComb","ImperiaMawLocalRecruits"
"TrainerUsus","Usus","0#","statset0","itemsetIW","skillSetCombo","NoSchool"
"Treni","SecutorSte","3#","StatSet3","ItemSetIA","SkillSetAffA","ImperiaOrusOnslaught"
"Trevor","Satyr","1#Satyr1","statset0","ItemsetNE","skillsetcomb","The Sylvan Ones"
"Tr'gdor","Minotaur","2#Minotaur3","StatSet1","ItemSetIF","SkillSetAffF","ImperiaMonsterSchool"
"Tridaria","LegionnaireF","2#Imperia_01","StatSet0","ItemSetSA","SkillSetAffA","Warriors of Fortitude"
"Tridinia","LegionnaireF","2#Imperia_12","statset0","ItemSetIU","SkillSetComb","NoSchool"
"Trofim","SecutorImp","","StatSet0","ItemSetSW","SkillSetAffW","ImperiaSyrnaLocalRecruits"
"Troy","Centurion","3#School_BlackOrange2","StatSet0","ItemSetIE","SkillSetAffE","Altheas Vipers"
"Truffeni","LegionnaireF","3#School_BlackYellow1","StatSet2","ItemSetIA","SkillSetComb","Femina Formosos"
"Tsugh","Archer","","StatSet0","ItemSetSA","SkillSetAffA","NoSchool"
"Tua","Summoner","1#qstHellGateEarth","StatSet1","itemsetHGEarth","SummonerHGEarth","qstHellGateSchoolEarth"
"Tuhla","SamniteSteF","","StatSet0","ItemSetSF","SkillSetAffF","School of Xanduss"
"Tuksikkit","Scorpion","","StatSet0","ItemSetEF","SkillSetAffF","Zhigazoo"
"Tuli","Cyclops","1#","statset0","ItemSetSE","SkillSetAffE","Poachers"
"Tulley","Satyr","4#Satyr1","StatSet0","ItemSetNE","SkillSetComb",""
"Tullio","Centurion","2#School_TurqRed3","StatSet0","ItemSetIF","SkillSetAffF","ImperiaTrikataPergaGiants"
"Tuluy","Cyclops","3#","statset0","ItemSetIE","SkillSetAffE","Krakens"
"Tumaini","UndeadMeleeSteA","","StatSet2","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Tumen","CitizenSte","1#Steppes_12","StatSet4","ItemSetSU","SkillSetComb",""
"Tumeric","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Turghaka","Scorpion","1#","StatSet2","ItemSetEU","SkillSetComb","WildernessExpanseBeast"
"Turpis","Mongrel","1#School_YellowBlack2","StatSet0","ItemSetSF","SkillSetAffF","School of Suyhron"
"Tursanay","Cat","1#","StatSet2","ItemSetSA","SkillSetAffA","WildernessSteppesPuma"
"Tuya","BanditBF","4#","StatSet2","ItemSetEA","SkillSetAffA","WildernessExpanseOutlaw"
"Tymisba","Dervish","","StatSet0","ItemSetEW","SkillSetAffW","Well Diggers"
"Uaine","Barbarian","0#School_BlackPurple4","StatSet0","ItemSetNW","SkillSetAffW","Quarry Warriors"
"Uallas","Barbarian","3#Nordagh_16","StatSet0","ItemSetIF","SkillSetComb",""
"Ualraig","MongrelShaman","4#","StatSet0","ItemSetIA","SkillSetComb","Mongrel Shamen"
"Ubah","BanditB","2#","StatSet1","ItemSetEU","SkillSetComb","WildernessExpanseOutlaw"
"Ubastet","Summoner","","StatSet0","ItemSetEA","SkillSetAffA","Story Characters"
"Ubayd","Dervish","3#","StatSet0","ItemSetEA","SkillSetAffA","WildernessExpanseOutlaw"
"Udaloi","UndeadMeleeImpB","","StatSet0","ItemSetSU","SkillSetComb","WildernessSteppesUndead"
"Udimu","UndeadMeleeSteA","","StatSet0","ItemSetEU","SkillSetComb","WildernessExpanseUndead"
"Udjahorres","UndeadCasterB","0#School_PurpleYellow1","StatSet0","ItemSetED","SkillSetAffD","Spellcasters"
"Udjebten","BeastFire","","StatSet0","ItemSetEF","skillsetSumFire","The Fearsome Foursome"
"Uger","Mongrel","2#Nordagh_14","StatSet1","ItemSetNE","SkillSetAffE","WildernessNordaghMonster"
"Ughak","MongrelShaman","2#School_PurpleYellow1","StatSet0","ItemSetNF","SkillSetAffF","Spellcasters"
"Ugrek","Yeti","4#Yeti3","statset0","ItemsetNE","skillsetcomb","Uvanlig's Motley"
"Uktuktruk","Scarab","","StatSet0","ItemSetEF","SkillSetAffF","NoSchool"
"Uktutyk","Scorpion","4#Bug_06","StatSet0","ItemSetEF","SkillSetAffF","School of the Desert Oasis"
"Ula","BerserkerF","2#berserker09","statset0","ItemSetNW","skillsetaffW","Leende Tribe"
"Ulafya","UndeadMeleeExpB","","StatSet1","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Ulagan","Cat","2#","statset0","ItemSetSA","SkillSetAffA","Eyes of the Beast"
"Ulpicinak","ogre","1#Ogre_06","statset0","itemsetIW","skillsetcomb","NordaghSchool"
"Ulugh","Cat","","StatSet0","ItemSetEA","SkillSetAffA","NoSchool"
"Uma","Wolf","1#","statset0","ItemsetNE","skillsetcomb","The Sylvan Ones"
"Uman","UndeadCasterA","","StatSet1","ItemSetEU","SkillSetComb","WildernessExpanseUndead"
"Umayma","BeastEarth","","StatSet0","ItemSetEE","skillsetSumEarth","The Fearsome Foursome"
"Umesh","Yeti","4#Yeti2","StatSet0","ItemSetEE","SkillSetAffE",""
"Umfridus","Wolf","4#","statset0","itemsetNE","skillsetcomb","BelfortBeast"
"Umm","DervishF","","StatSet0","ItemSetEE","SkillSetAffE","Story Characters"
"Undead Melee_Summoned","UndeadMeleeExpA","","StatSet0","ItemSetEU","SkillSetComb","NoSchool"
"Unegen","BearGreater","2#School_YellowBlue1","statset0","itemsetNE","SkillSetAffE","Borte Hulagu"
"Unis","UndeadMeleeExpA","","StatSet0","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Urania","LegionnaireF","2#Imperia_03","StatSet0","ItemSetIU","SkillSetComb","School of Past Glory"
"Urbanus","Centurion","3#Imperia_14","StatSet0","ItemSetIW","SkillSetComb","ImperiaPirgosMunio"
"Uregh","BanditA","1#","StatSet3","ItemSetEW","SkillSetAffW","ImperiaOrusOnslaught"
"Urlan","Urlan","","StatSet0","ItemSetNE","SkillSetComb","Story Characters"
"Urlan_weak","Urlan","1#","StatSetW","urlanweak","SkillSetAffA",""
"UrlanUber","Urlan","0#","StatSetW","itemsetNE","skillsetcomb","NoSchool"
"Urlarg","Mongrel","3#","StatSet5","ItemSetNA","SkillSetAffA","ImperiaChampionship"
"Urshanabi","Archer","1#Steppes_17","statset0","ItemSetEF","SkillSetAffF","Sandskimmers"
"Ursula","Ursula","3#","StatSet0","ItemSetIU","SkillSetComb","Story Characters"
"UrsulaUber","Ursula","0#","statset0","itemsetNE","skillsetcomb","NoSchool"
"Userhat","Scarab","2#Bug_15","statset0","itemsetEA","skillsetcomb","School of the Desert Oasis"
"Usus","Usus","0#","statset0","itemsetIF","skillsetcombo","Story Characters"
"Uvanlig","Satyr","0#Satyr1","StatSet2","ItemSetNU","SkillSetComb","Uvanlig's Motley"
"Vachir","SamniteSte","4#Steppes_09","statset0","itemsetSF","SkillSetAffF","Vhyn Vagrants"
"Vakga","Ogre","4#Ogre_09","StatSet0","ItemSetSE","SkillSetAffE","NoSchool"
"Vald","Barbarian","2#Nordagh_07","statset0","ItemSetNW","skillsetaffW","The Harbingers"
"Valens","Valens","4#","StatSet0","ItemSetIU","skillsetHeroic","NoSchool"
"Valens_advanced","ValensCostumeB","","StatSet0","valensadvanced","SkillSetComb","Story Characters"
"Valens_NoAmulet","ValensNoAmulet","","StatSet0","ItemSetIU","SkillSetComb",""
"ValensUber","Valens","0#","statset0","itemsetNE","skillsetcomb","NoSchool"
"Vallfdi","Galdr","0#School_PurpleYellow1","StatSet0","ItemSetEW","SkillSetAffW","Spellcasters"
"Var","BanditA","1#","StatSet2","ItemSetNW","SkillSetAffW","WildernessNordaghOutlaw"
"Vard","UndeadMeleeNorA","","StatSet0","ItemSetND","SkillSetAffD","The Unliving"
"Vaselios","Cyclops","","StatSet0","ItemSetEW","SkillSetAffW","Story Characters"
"Vastal","DarkCat","1#","StatSet0","ItemSetID","SkillSetComb","WildernessExpanseDark"
"Velia","PeltastF","1#Imperia_15","StatSet0","ItemSetIA","SkillSetComb","ImperiaPirgosLocalRecruits"
"Venalis","MongrelShaman","2#","StatSet0","ItemSetSF","SkillSetAffF","School of Past Glory"
"Venutius","SamniteImp","","StatSet0","ItemSetIA","SkillSetAffA","ImperiaSyrnaLocalRecruits"
"Verica","CenturionF","2#Imperia_20","StatSet0","ItemSetIW","SkillSetComb","ImperiaPirgosLameticus"
"Vesta","CenturionF","2#School_BlackYellow1","StatSet2","ItemSetIF","SkillSetAffF","Femina Formosos"
"Vevila","Galdr","","StatSet0","ItemSetNU","SkillSetComb","Story Characters"
"Vibius","Legionnaire","1#School_Mutuus","StatSet5","ItemSetIA","SkillSetComb","School of Mutuus"
"Vibius_Dark","DarkLegionnaire","","StatSet3","ItemSetID","SkillSetAffD","NoSchool"
"Victori","PeltastF","3#Imperia_14","StatSet0","ItemSetIF","SkillSetAffF","ImperiaPirgosGallus"
"Vidita","BanditAF","1#","StatSet0","ItemSetIF","SkillSetAffF","ImperiaMawLocalRecruits"
"Vili","Barbarian","2#Nordagh_18","StatSet0","ItemSetNE","SkillSetAffE",""
"Vindicis","SecutorImp","","StatSet0","ItemSetIE","SkillSetAffE","ImperiaSyrnaLocalRecruits"
"Virgil","SecutorImp","","StatSet0","ItemSetIE","SkillSetComb","ImperiaSyrnaLocalRecruits"
"Virssuccius","legionnaire","2#School_BlueWhite1","statset0","ItemSetIF","skillsetcomb","BelfortMilitary"
"Visage of Anguish","DarkGodFace","","StatSet0","","skillsetDarkGodFace","Dark God"
"Visage of Grief","DarkGodFace","","StatSet0","","skillsetDarkGodFace","Dark God"
"Visage of Shame","DarkGodFace","","StatSet0","","skillsetDarkGodFace","Dark God"
"Visage of Torment","DarkGodFace","","StatSet0","","skillsetDarkGodFace","Dark God"
"Visitor","PropStatue","0#","Statue","ItemSetIE","statue",""
"Voolfi","Wolf","3#","StatSet5","ItemSetIE","SkillSetComb","ImperiaBelfortLycanthropes"
"Vor","Barbarian","2#Nordagh_06","StatSetW","ItemSetNA","SkillSetTrain","Fliuch Home Guard"
"Vrika","Mongrel","3#Nordagh_12","StatSet1","ItemSetNW","SkillSetAffW","WildernessNordaghMonster"
"Vrokak","Ogre","0#School_YellowGreen5","StatSet0","ItemSetSA","SkillSetAffA","Rywigo Arrowheads"
"Waael","Dervish","3#","StatSet2","ItemSetEE","SkillSetAffE","WildernessExpanseOutlaw"
"Wahibra","UndeadMeleeSteA","","StatSet0","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Wala","BanditB","3#","StatSet0","ItemSetSF","SkillSetAffF","ImperiaOrusTribunal"
"Walah","UndeadCasterB","","StatSet0","ItemSetED","SkillSetAffD","Story Characters"
"Walerian","Wolf","3#","StatSet5","itemsetNE","skillsetcomb","ImperiaBelfortLycanthropes"
"Waleryjan","MurmilloF","","StatSet0","ItemSetIF","SkillSetAffF","ImperiaSyrnaLocalRecruits"
"Walkir","WolfGreater","0#","statset0","itemsetNE","skillsetcomb",""
"Walter","wolfGreater","1#","statset0","itemsetNE","skillsetcomb","NoSchool"
"Warne","BanditA","1#","StatSet0","ItemSetNU","SkillSetComb","WildernessNordaghOutlaw"
"Waruk","Mongrel","2#","StatSet0","ItemSetNE","SkillSetAffE","Executioner"
"Waste","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Water Beast_Summoned","BeastWater","","StatSet0","ItemSetEW","skillsetSumWater","NoSchool"
"Waurzen","mongrel","1#Nordagh_04","statset0","itemsetIW","skillsetcomb","NoSchool"
"Waziz","Summoner","2#","StatSet3","ItemSetEF","SkillSetAffF","School of Osiris"
"Wesh","Wolf","1#","StatSet5","itemsetNE","skillsetcomb","ImperiaBelfortLycanthropes"
"Whessel","Legionnaire","4#School_BlackOrange3","StatSet0","ItemSetIE","SkillSetAffE","Altheas Vipers"
"Wiay","BanditBF","4#","StatSet0","ItemSetEE","SkillSetAffE","WildernessExpanseOutlaw"
"Widah","ChannelerImp","0#School_BlackPurple4","StatSet0","ItemSetEW","SkillSetAffW","Quarry Warriors"
"Wiktor","Wolf","3#","StatSet5","itemsetNE","skillsetcomb","ImperiaBelfortLycanthropes"
"Wine","PropBarrel","","statue","ItemSetNU","prop_BarrelNorm","RollOutTheBarrels"
"Winifred","Legionnaire","4#School_BlueWhite1","statset0","ItemSetIW","skillsetcomb","BelfortMilitary"
"Wiploc","MongrelShaman","0#Nordagh_03","StatSet0","ItemSetNE","SkillSetAffE",""
"Woc","Ogre","","StatSet0","ItemSetNU","SkillSetComb","Story Characters"
"Wodin","WolfGreater","1#","statset0","ItemsetNE","skillsetcomb","United Packs of Sloan Forest"
"WolfG","wolfGreater","2#","statset0","itemsetNE","skillsetcomb","NordaghSchool"
"Woody","PropBarrel","","StatSet0","ItemSetEA","prop_BarrelNorm","ImperiaCroPrisoners"
"Wrac","Mongrel","4#","StatSet2","ItemSetNU","SkillSetComb","WildernessNordaghMonster"
"Wulgat","MongrelShaman","1#","StatSet0","ItemSetIE","SkillSetAffE","Vhyn Vagrants"
"Xaakt","DarkCat","1#","StatSet0","ItemSetID","SkillSetAffD","WildernessExpanseDark"
"Xanaea","Peltast","1#Imperia_03","statset0","ItemSetIE","skillsetcomb","ImperiaPirgosMunio"
"Xander","Cyclops","0#School_BlueGreen5","StatSet0","ItemSetEE","SkillSetAffE","School of Osiris"
"Xane","DarkLegionnaire","0#Imperia_10","StatSet0","ItemSetIE","SkillSetAffE",""
"Xantes","Peltast","2#School_BlackBlack5","StatSet0","ItemSetIE","SkillSetAffE","Riot Gyhrls"
"Xanthos","Cyclops","","StatSet0","ItemSetEA","SkillSetAffA","school of past Glory"
"Xavier","MongrelShaman","3#","StatSet0","ItemSetNF","SkillSetAffF","The Loosers"
"Xekyt","Scarab","1#Bug_03","statset0","ItemSetEF","SkillSetAffF","Eyes of the Beast"
"Xenos","DarkWolf","","StatSet0","ItemSetID","SkillSetAffD","WildernessExpanseDark"
"Xokhu","Mongrel","2#Nordagh_13","StatSet0","ItemSetSU","SkillSetComb","NoSchool"
"Xokuk","Mongrel","2#Nordagh_11","StatSet0","ItemSetNF","SkillSetAffF","Executioner"
"Xuthus","CitizenExp","2#","StatSet4","ItemSetEW","SkillSetComb","ImperiaTribunal"
"Xykxyk","Scorpion","3#","StatSet3","ItemSetEF","SkillSetComb","WildernessExpanseBeast"
"Ya Tar","Ogre","","StatSet0","ItemSetSA","SkillSetAffA","Krakens"
"Yaba","CenturionF","2#Imperia_10","statset0","ItemSetIA","SkillSetAffA","Krakens"
"Yadavi","WolfGreater","3#","StatSet3","ItemSetNE","SkillSetComb","WildernessImperiaWolf"
"Yafeu","BanditB","2#","StatSet1","ItemSetEF","SkillSetAffF","WildernessExpanseOutlaw"
"Yakin","Dervish","3#","StatSet2","ItemSetEF","SkillSetAffF","WildernessExpanseOutlaw"
"Yeke","Cyclops","3#School_YellowBlack3","statset0","ItemSetIF","skillsetcomb","School of Suyhron"
"Yeran","Ogre","1#Ogre_15","statset0","ItemSetSW","SkillSetAffW","Krakens"
"Yesugei","Cat","4#","StatSet1","ItemSetSA","SkillSetComb","WildernessSteppesTiger"
"Yesukai","DarkWolf","","statset0","itemsetSD","SkillSetAffD","Eyes of the Beast"
"Yeti_Summoned","Yeti","4#Yeti1","StatSet0","ItemSetNU","SkillSetComb","NoSchool"
"Yey","Scarab","3#Bug_08","statset0","ItemSetEW","skillsetcomb","School of the Desert Oasis"
"Yhata","MongrelShaman","4#","StatSet0","ItemSetSE","SkillSetAffE","NoSchool"
"Yheki","BanditAF","","StatSet0","ItemSetSE","SkillSetAffE","NoSchool"
"Yhoul","BanditB","0#School_RedPurple5","StatSet0","ItemSetSA","SkillSetAffA","School of Xandus"
"Yhural","Archer","3#Steppes_18","StatSet0","ItemSetSA","SkillSetAffA","Poachers"
"Yi Kashet","Scorpion","","StatSet0","ItemSetEF","SkillSetAffF","NoSchool"
"Yisun","UndeadMeleeSteA","0#School_YellowBlack5","StatSet0","ItemSetSD","SkillSetAffD","School of Suyhron"
"Ymir","Barbarian","2#Nordagh_03","StatSet0","ItemSetEF","SkillSetAffF",""
"Yntrope","Legionnaire","2#School_BlackOrange2","StatSet0","ItemSetIA","SkillSetAffA","Altheas Vipers"
"Yomna","ChannelerImp","1#School_PurpleYellow1","StatSet0","ItemSetEF","SkillSetAffF","Spellcasters"
"Ypolitus","Cyclops","","StatSet0","ItemSetEW","SkillSetAffW","Well Diggers"
"Yuilia","ArcherF","1#","StatSet2","ItemSetSW","SkillSetAffW","WildernessSteppesOutlaw"
"Yujin","SecutorSteF","","StatSet0","ItemSetSF","SkillSetAffF","NoSchool"
"Yul","Cat","3#","statset0","ItemSetSA","SkillSetAffA","Eyes of the Beast"
"Yuli","Wolf","","StatSet0","ItemSetIE","SkillSetAffE","ImperiaCroBeast"
"Yun-mutnef","Dervish","3#Expanse_15","StatSet0","ItemSetEE","SkillSetAffE","The Midclass of Akar An"
"Zabibi","Summoner","","StatSet0","ItemSetEE","SkillSetAffE","The Immortals"
"Zach","Satyr","1#Satyr1","StatSet0","ItemSetNE","SkillSetAffE",""
"Zahra","BanditBF","4#","StatSet2","ItemSetEF","SkillSetAffF","WildernessExpanseOutlaw"
"Zahur","UndeadCasterA","","StatSet0","ItemSetED","SkillSetAffD","WildernessExpanseUndead"
"Zaliki","UndeadMeleeExpB","","StatSet0","ItemSetED","SkillSetAffD","The Immortals"
"Zeebo","MongrelShaman","2#Nordagh_06","StatSet0","ItemSetNF","SkillSetComb",""
"Zelor","Mongrel","2#Nordagh_14","StatSet0","ItemSetSF","SkillSetAffF","Executioner"
"Zenas","Cyclops","0#School_RedBrown5","StatSet0","ItemSetEF","SkillSetAffF","Mortuus' Minions"
"Zeno","UndeadMeleeImpA","","StatSet1","ItemSetIW","SkillSetAffW",""
"Zenon","SecutorImp","","StatSet0","ItemSetIA","SkillSetComb","ImperiaSyrnaLocalRecruits"
"Zephyr","Cyclops","","StatSet0","ItemSetEU","SkillSetComb","Story Characters"
"Zgukik","MongrelShaman","4#","StatSet0","ItemSetEU","SkillSetComb","Mikara Jackals"
"Zhurtak","Archer","","StatSet0","ItemSetSU","SkillSetComb","NoSchool"
"Zhurtek","MongrelShaman","2#","StatSet0","ItemSetSU","SkillSetComb","NoSchool"
"Zindelo","Legionnaire","4#School_BlackBlue3","StatSet5","ItemSetIF","SkillSetAffF","ImperiaPirgosBrutes"
"Zinon","BanditB","","StatSet0","ItemSetIF","SkillSetAffF","ImperiaCroPrisoners"
"Zioran","Ogre","","StatSet0","ItemSetIE","SkillSetAffE","ImperiaCroBeast"
"Ziyad","UndeadMeleeSteA","","StatSet1","ItemSetED","SkillSetComb","WildernessExpanseUndead"
"Zod","Bear","0#","StatSet0","ItemSetIE","SkillSetAffE",""
